cod_cliente;qtd_comprada;ativo;data_compra
2119;62;VALE3.SA;2022-06-17
2793;35;MGLU3.SA;2022-11-18
4274;67;RBVA11.SA;2022-08-10
1328;46;FLRY3.SA;2022-02-11
1749;23;VALE3.SA;2022-03-19
1878;85;HGBS11.SA;2022-02-08
3061;30;MGLU3.SA;2022-07-11
2136;13;HGBS11.SA;2022-04-21
1107;53;IRDM11.SA;2022-12-08
4285;68;MGLU3.SA;2022-04-20
4340;74;B3SA3.SA;2022-10-07
2086;21;HGLG11.SA;2022-04-10
428;30;FLRY3.SA;2022-02-18
1091;61;IRDM11.SA;2022-12-15
4852;60;VINO11.SA;2022-03-17
1469;7;PETR4.SA;2022-08-07
4599;16;FLRY3.SA;2022-12-25
4283;47;MGLU3.SA;2022-12-30
4819;14;ITUB4.SA;2022-07-24
891;17;VINO11.SA;2022-08-09
1009;51;BBDC4.SA;2022-11-14
868;94;VALE3.SA;2022-06-30
232;4;RBVA11.SA;2022-02-18
2677;96;VALE3.SA;2022-05-28
271;85;BBDC4.SA;2022-07-19
67;70;IRDM11.SA;2022-12-04
2891;93;VINO11.SA;2022-11-17
2750;68;VINO11.SA;2022-01-05
3635;91;HGBS11.SA;2022-07-09
2173;63;ITUB4.SA;2022-10-29
4985;89;IRDM11.SA;2022-05-09
3296;78;RBVA11.SA;2022-07-08
3968;32;VALE3.SA;2022-06-20
4946;32;IRDM11.SA;2022-10-13
3918;20;FLRY3.SA;2022-08-15
3103;54;MGLU3.SA;2022-05-12
3938;52;HGBS11.SA;2022-07-25
1268;65;FLRY3.SA;2022-09-16
3253;59;PETR4.SA;2022-08-02
2822;64;MGLU3.SA;2022-05-28
3011;81;IRDM11.SA;2022-01-04
3689;12;MGLU3.SA;2022-07-08
4111;59;B3SA3.SA;2022-07-03
3487;94;PETR4.SA;2022-02-17
3756;71;BBDC4.SA;2022-03-14
4551;51;RBVA11.SA;2022-03-26
897;90;RBVA11.SA;2022-02-03
3875;67;BBDC4.SA;2022-11-26
4512;38;VALE3.SA;2022-01-08
3407;95;RBVA11.SA;2022-10-30
2895;24;MGLU3.SA;2022-12-03
946;16;RBVA11.SA;2022-08-04
2752;46;HGBS11.SA;2022-11-29
4507;75;B3SA3.SA;2022-02-06
1903;49;MGLU3.SA;2022-06-24
2800;67;B3SA3.SA;2022-08-01
3482;4;FLRY3.SA;2022-07-13
4284;91;HGBS11.SA;2022-05-23
15;65;MGLU3.SA;2022-11-03
1935;68;HGBS11.SA;2022-09-28
1366;66;BBDC4.SA;2022-05-13
1279;20;MGLU3.SA;2022-05-02
4193;33;PETR4.SA;2022-05-05
3476;52;IRDM11.SA;2022-07-23
2488;69;HGLG11.SA;2022-01-16
1768;75;IRDM11.SA;2022-09-21
3828;76;BBDC4.SA;2022-11-14
1470;19;PETR4.SA;2022-05-11
3912;98;BBDC4.SA;2022-10-07
3165;26;RBVA11.SA;2022-06-26
4761;69;VALE3.SA;2022-03-14
816;71;MGLU3.SA;2022-05-31
424;74;BBDC4.SA;2022-09-13
3736;19;RBVA11.SA;2022-12-18
3896;87;HGBS11.SA;2022-02-21
1377;80;B3SA3.SA;2022-04-12
3370;29;FLRY3.SA;2022-09-14
1431;25;BBDC4.SA;2022-02-26
4152;64;VALE3.SA;2022-01-05
2924;53;PETR4.SA;2022-07-19
1955;35;RBVA11.SA;2022-05-07
1019;56;RBVA11.SA;2022-11-09
3603;95;MGLU3.SA;2022-03-04
1813;11;VINO11.SA;2022-01-23
1298;56;ITUB4.SA;2022-03-31
721;86;MGLU3.SA;2022-10-13
4997;27;VINO11.SA;2022-07-19
3199;62;VINO11.SA;2022-08-24
3276;53;BBDC4.SA;2022-10-25
2576;100;RBVA11.SA;2022-09-18
4122;99;ITUB4.SA;2022-06-16
3373;29;FLRY3.SA;2022-04-07
2680;23;VINO11.SA;2022-12-23
1706;40;VINO11.SA;2022-12-20
4026;99;HGBS11.SA;2022-03-12
391;90;IRDM11.SA;2022-10-07
1071;63;HGBS11.SA;2022-10-23
2684;5;BBDC4.SA;2022-10-30
3729;52;MGLU3.SA;2022-10-24
191;91;VALE3.SA;2022-04-08
3481;4;FLRY3.SA;2022-05-23
2115;44;FLRY3.SA;2022-12-03
2779;46;RBVA11.SA;2022-08-10
2957;96;BBDC4.SA;2022-08-27
1023;70;FLRY3.SA;2022-12-25
1306;59;VALE3.SA;2022-02-04
2040;4;VALE3.SA;2022-11-14
1820;83;ITUB4.SA;2022-09-10
3306;78;PETR4.SA;2022-06-30
3659;61;FLRY3.SA;2022-01-19
4698;16;VINO11.SA;2022-10-28
3400;39;VALE3.SA;2022-03-08
4223;20;VINO11.SA;2022-12-08
1357;52;HGLG11.SA;2022-03-11
2348;88;FLRY3.SA;2022-06-21
4787;54;ITUB4.SA;2022-04-10
2592;7;ITUB4.SA;2022-04-25
1452;1;VALE3.SA;2022-02-07
3206;71;IRDM11.SA;2022-07-10
1459;71;VINO11.SA;2022-06-07
2473;39;HGBS11.SA;2022-08-01
4068;82;FLRY3.SA;2022-04-05
1659;84;FLRY3.SA;2022-05-30
453;86;MGLU3.SA;2022-10-20
3830;83;PETR4.SA;2022-04-28
747;10;ITUB4.SA;2022-09-18
2470;25;ITUB4.SA;2022-12-19
3347;22;MGLU3.SA;2022-10-30
1291;95;B3SA3.SA;2022-10-12
592;3;IRDM11.SA;2022-09-20
4012;15;FLRY3.SA;2022-02-01
3002;66;ITUB4.SA;2022-02-13
1396;7;HGBS11.SA;2022-12-12
3697;14;MGLU3.SA;2022-04-02
1125;42;VINO11.SA;2022-01-17
4588;38;PETR4.SA;2022-11-28
3744;45;MGLU3.SA;2022-11-17
2511;42;RBVA11.SA;2022-11-24
2990;29;HGLG11.SA;2022-10-16
1455;91;HGLG11.SA;2022-11-05
39;91;BBDC4.SA;2022-03-05
3651;56;IRDM11.SA;2022-01-08
208;83;ITUB4.SA;2022-05-06
3293;70;ITUB4.SA;2022-10-13
4657;48;MGLU3.SA;2022-04-02
3869;44;MGLU3.SA;2022-04-29
1794;99;B3SA3.SA;2022-12-01
1511;100;IRDM11.SA;2022-03-19
3618;54;IRDM11.SA;2022-12-23
3604;74;BBDC4.SA;2022-08-20
4338;58;FLRY3.SA;2022-08-20
4466;80;BBDC4.SA;2022-12-10
3908;9;HGLG11.SA;2022-01-20
4828;49;ITUB4.SA;2022-10-01
35;87;BBDC4.SA;2022-06-02
995;14;BBDC4.SA;2022-06-12
54;36;VINO11.SA;2022-07-22
333;52;VINO11.SA;2022-07-23
2917;62;BBDC4.SA;2022-01-10
3949;38;BBDC4.SA;2022-04-18
2944;23;B3SA3.SA;2022-03-05
385;81;VINO11.SA;2022-08-03
3257;69;PETR4.SA;2022-05-09
4230;76;MGLU3.SA;2022-12-24
2247;17;MGLU3.SA;2022-11-04
4780;73;HGLG11.SA;2022-02-01
1756;95;PETR4.SA;2022-05-02
3858;99;HGBS11.SA;2022-12-20
1657;13;IRDM11.SA;2022-06-13
4771;22;VALE3.SA;2022-01-28
2194;67;RBVA11.SA;2022-01-04
1929;51;VINO11.SA;2022-07-10
2245;72;BBDC4.SA;2022-10-01
1833;88;ITUB4.SA;2022-02-23
852;61;FLRY3.SA;2022-03-27
4092;2;VINO11.SA;2022-08-11
1860;92;VINO11.SA;2022-10-23
3778;30;PETR4.SA;2022-01-28
2433;36;HGBS11.SA;2022-06-09
4305;19;VINO11.SA;2022-08-26
528;76;MGLU3.SA;2022-04-21
1435;2;VINO11.SA;2022-08-06
4808;51;HGBS11.SA;2022-12-18
1607;2;MGLU3.SA;2022-06-29
4273;23;IRDM11.SA;2022-09-21
2077;25;FLRY3.SA;2022-08-12
4347;24;FLRY3.SA;2022-09-30
1140;55;FLRY3.SA;2022-07-13
1783;63;HGBS11.SA;2022-10-31
431;47;RBVA11.SA;2022-03-13
1677;39;MGLU3.SA;2022-05-02
4307;84;RBVA11.SA;2022-12-29
4825;40;HGLG11.SA;2022-08-05
939;47;IRDM11.SA;2022-07-26
1630;47;B3SA3.SA;2022-12-11
3346;100;RBVA11.SA;2022-05-24
2545;86;PETR4.SA;2022-09-09
4612;98;FLRY3.SA;2022-01-28
1947;62;PETR4.SA;2022-12-12
1214;7;PETR4.SA;2022-03-21
3943;54;BBDC4.SA;2022-06-28
3059;47;VALE3.SA;2022-09-18
4978;13;IRDM11.SA;2022-10-22
1133;48;ITUB4.SA;2022-10-21
1462;100;VINO11.SA;2022-09-25
1067;98;ITUB4.SA;2022-11-04
703;65;MGLU3.SA;2022-08-23
1500;43;BBDC4.SA;2022-11-22
1612;96;HGLG11.SA;2022-08-15
3271;99;IRDM11.SA;2022-12-14
765;32;VINO11.SA;2022-12-11
962;36;HGBS11.SA;2022-04-27
4165;17;FLRY3.SA;2022-04-08
2135;7;VINO11.SA;2022-02-22
3526;24;RBVA11.SA;2022-06-13
1609;64;HGBS11.SA;2022-08-16
4188;12;PETR4.SA;2022-01-29
3289;9;VALE3.SA;2022-10-04
501;58;PETR4.SA;2022-06-30
2879;88;HGLG11.SA;2022-08-09
2016;69;PETR4.SA;2022-01-07
1933;16;RBVA11.SA;2022-04-06
1078;81;MGLU3.SA;2022-05-08
988;7;B3SA3.SA;2022-04-06
1631;49;ITUB4.SA;2022-03-13
2311;98;HGLG11.SA;2022-05-25
4622;74;IRDM11.SA;2022-09-15
3667;79;IRDM11.SA;2022-01-13
1294;4;IRDM11.SA;2022-01-24
2034;22;VINO11.SA;2022-10-19
3687;18;HGBS11.SA;2022-04-06
4364;92;MGLU3.SA;2022-09-07
1373;63;RBVA11.SA;2022-07-13
1184;41;PETR4.SA;2022-06-25
1348;1;HGBS11.SA;2022-09-27
2516;88;MGLU3.SA;2022-03-01
2964;84;VINO11.SA;2022-10-25
386;16;HGLG11.SA;2022-11-04
2347;17;RBVA11.SA;2022-10-25
4867;66;HGLG11.SA;2022-09-08
2719;97;FLRY3.SA;2022-01-21
248;50;PETR4.SA;2022-10-18
572;24;ITUB4.SA;2022-08-27
3037;44;FLRY3.SA;2022-09-18
1034;80;BBDC4.SA;2022-02-09
1719;7;HGBS11.SA;2022-07-03
1054;73;FLRY3.SA;2022-03-10
2881;1;HGLG11.SA;2022-02-17
1131;65;FLRY3.SA;2022-09-15
1345;43;VINO11.SA;2022-05-25
1584;1;HGLG11.SA;2022-01-07
2551;86;BBDC4.SA;2022-09-04
3246;11;BBDC4.SA;2022-02-28
4118;79;ITUB4.SA;2022-02-09
2096;27;ITUB4.SA;2022-07-04
4501;38;RBVA11.SA;2022-08-17
1885;3;PETR4.SA;2022-04-07
3708;85;BBDC4.SA;2022-11-08
360;40;ITUB4.SA;2022-02-11
732;30;HGLG11.SA;2022-11-04
4506;99;VALE3.SA;2022-03-15
2701;40;IRDM11.SA;2022-07-28
577;94;VALE3.SA;2022-05-18
3478;67;VINO11.SA;2022-07-22
4269;79;B3SA3.SA;2022-10-29
1852;62;ITUB4.SA;2022-11-05
1364;9;MGLU3.SA;2022-09-02
3292;79;ITUB4.SA;2022-06-28
3106;61;HGBS11.SA;2022-08-09
3985;66;HGBS11.SA;2022-01-10
3739;59;PETR4.SA;2022-06-23
558;63;B3SA3.SA;2022-09-17
3184;74;VALE3.SA;2022-09-03
4084;22;FLRY3.SA;2022-01-24
4462;31;FLRY3.SA;2022-09-14
4030;25;HGLG11.SA;2022-10-02
967;41;FLRY3.SA;2022-10-14
3967;99;BBDC4.SA;2022-06-04
1133;19;HGLG11.SA;2022-10-03
265;48;B3SA3.SA;2022-12-28
1632;88;B3SA3.SA;2022-01-10
2459;73;RBVA11.SA;2022-09-26
1805;11;B3SA3.SA;2022-10-19
42;45;HGLG11.SA;2022-12-16
4785;60;MGLU3.SA;2022-06-05
4110;63;VINO11.SA;2022-08-08
1367;37;VALE3.SA;2022-08-26
4540;36;VINO11.SA;2022-01-18
1442;76;IRDM11.SA;2022-11-08
700;69;RBVA11.SA;2022-12-20
4935;93;FLRY3.SA;2022-08-05
4887;93;IRDM11.SA;2022-04-29
3498;8;ITUB4.SA;2022-09-15
2295;17;PETR4.SA;2022-07-20
4933;20;PETR4.SA;2022-07-22
4152;12;MGLU3.SA;2022-12-04
54;11;ITUB4.SA;2022-04-23
1727;24;HGBS11.SA;2022-11-28
390;19;FLRY3.SA;2022-08-21
4551;18;HGLG11.SA;2022-10-27
3652;92;VALE3.SA;2022-03-16
2750;27;BBDC4.SA;2022-06-09
3452;11;MGLU3.SA;2022-12-30
623;6;PETR4.SA;2022-05-17
2828;39;RBVA11.SA;2022-07-14
1488;89;PETR4.SA;2022-06-10
2994;27;ITUB4.SA;2022-11-30
2374;84;PETR4.SA;2022-04-11
400;24;IRDM11.SA;2022-09-01
2727;43;BBDC4.SA;2022-12-25
739;79;MGLU3.SA;2022-07-11
4122;84;RBVA11.SA;2022-09-24
2229;83;FLRY3.SA;2022-02-24
4713;9;FLRY3.SA;2022-06-08
4870;44;MGLU3.SA;2022-08-22
1361;91;B3SA3.SA;2022-05-16
1751;53;HGLG11.SA;2022-02-14
1402;83;VINO11.SA;2022-06-13
3556;50;IRDM11.SA;2022-08-27
3941;78;VALE3.SA;2022-08-28
412;30;PETR4.SA;2022-09-18
1369;59;B3SA3.SA;2022-02-02
2354;26;IRDM11.SA;2022-08-01
3725;79;VINO11.SA;2022-09-08
4810;18;MGLU3.SA;2022-10-18
4748;15;VINO11.SA;2022-01-26
3990;64;BBDC4.SA;2022-10-18
4390;64;MGLU3.SA;2022-07-17
4209;15;PETR4.SA;2022-10-02
234;69;RBVA11.SA;2022-01-16
2891;89;HGLG11.SA;2022-07-03
818;24;RBVA11.SA;2022-08-12
4824;14;B3SA3.SA;2022-04-18
92;34;B3SA3.SA;2022-02-20
17;4;VINO11.SA;2022-11-28
3565;7;B3SA3.SA;2022-01-24
4324;41;HGBS11.SA;2022-01-15
2284;76;ITUB4.SA;2022-05-15
297;32;MGLU3.SA;2022-07-04
928;88;RBVA11.SA;2022-01-19
2675;85;FLRY3.SA;2022-03-16
2289;21;VINO11.SA;2022-10-09
3562;61;HGLG11.SA;2022-09-29
1658;43;HGLG11.SA;2022-08-16
1338;26;VINO11.SA;2022-06-02
3452;86;PETR4.SA;2022-02-03
2254;26;MGLU3.SA;2022-10-15
1428;86;PETR4.SA;2022-09-11
4854;90;HGLG11.SA;2022-04-10
3239;59;BBDC4.SA;2022-04-10
1951;78;FLRY3.SA;2022-03-03
1449;90;MGLU3.SA;2022-04-27
4881;77;RBVA11.SA;2022-02-11
146;22;MGLU3.SA;2022-08-11
146;26;VINO11.SA;2022-02-10
3443;48;RBVA11.SA;2022-04-24
668;69;FLRY3.SA;2022-10-03
3164;44;ITUB4.SA;2022-03-13
4926;84;RBVA11.SA;2022-03-06
123;18;HGLG11.SA;2022-11-20
2770;58;IRDM11.SA;2022-04-10
1905;34;B3SA3.SA;2022-10-04
3416;30;PETR4.SA;2022-11-25
3699;5;VALE3.SA;2022-05-07
3862;24;HGBS11.SA;2022-10-28
3366;66;BBDC4.SA;2022-02-17
4626;54;HGBS11.SA;2022-10-18
539;20;VINO11.SA;2022-02-02
2494;55;B3SA3.SA;2022-04-04
4025;50;HGLG11.SA;2022-12-31
1041;97;BBDC4.SA;2022-09-24
928;44;MGLU3.SA;2022-02-12
1524;11;PETR4.SA;2022-10-04
3238;68;RBVA11.SA;2022-07-12
278;25;ITUB4.SA;2022-02-02
3195;11;RBVA11.SA;2022-07-17
4725;44;PETR4.SA;2022-01-31
1554;40;PETR4.SA;2022-06-15
2095;10;VALE3.SA;2022-11-01
3529;23;VINO11.SA;2022-05-12
2593;75;HGBS11.SA;2022-01-24
574;84;PETR4.SA;2022-04-21
2578;63;B3SA3.SA;2022-06-09
1268;52;ITUB4.SA;2022-10-09
116;27;RBVA11.SA;2022-02-05
2397;86;HGBS11.SA;2022-09-02
725;48;RBVA11.SA;2022-10-25
795;72;PETR4.SA;2022-10-24
2621;94;HGLG11.SA;2022-03-19
141;78;BBDC4.SA;2022-05-01
3196;48;VINO11.SA;2022-09-23
4313;36;RBVA11.SA;2022-05-12
3354;56;MGLU3.SA;2022-06-04
2322;97;ITUB4.SA;2022-06-23
82;95;B3SA3.SA;2022-04-25
659;89;FLRY3.SA;2022-07-28
1833;45;FLRY3.SA;2022-06-16
4100;37;ITUB4.SA;2022-08-07
4013;63;ITUB4.SA;2022-01-28
2448;6;IRDM11.SA;2022-09-19
1301;65;VINO11.SA;2022-11-04
111;52;VALE3.SA;2022-09-07
511;99;VINO11.SA;2022-06-27
143;58;IRDM11.SA;2022-01-04
256;30;IRDM11.SA;2022-12-20
4029;18;VALE3.SA;2022-04-18
4046;94;IRDM11.SA;2022-09-26
4353;34;PETR4.SA;2022-09-27
1237;1;MGLU3.SA;2022-02-01
1878;54;BBDC4.SA;2022-04-17
1857;95;HGBS11.SA;2022-04-21
2477;89;FLRY3.SA;2022-01-08
4478;30;PETR4.SA;2022-03-05
4286;61;BBDC4.SA;2022-12-06
4762;71;FLRY3.SA;2022-01-26
4023;99;IRDM11.SA;2022-11-24
1339;80;B3SA3.SA;2022-01-16
4176;7;ITUB4.SA;2022-09-28
1477;20;RBVA11.SA;2022-10-07
3258;86;VALE3.SA;2022-01-18
4359;78;IRDM11.SA;2022-04-30
2445;41;RBVA11.SA;2022-01-07
659;19;PETR4.SA;2022-04-01
3249;60;MGLU3.SA;2022-11-21
4317;61;FLRY3.SA;2022-08-04
760;95;ITUB4.SA;2022-01-12
141;99;MGLU3.SA;2022-10-29
4303;51;HGLG11.SA;2022-12-19
4946;70;FLRY3.SA;2022-04-06
2514;100;FLRY3.SA;2022-04-28
1329;13;ITUB4.SA;2022-03-22
2267;28;RBVA11.SA;2022-04-29
3671;40;FLRY3.SA;2022-03-19
4568;89;RBVA11.SA;2022-10-04
2940;76;MGLU3.SA;2022-10-20
3041;57;B3SA3.SA;2022-06-27
2544;80;IRDM11.SA;2022-11-09
3808;38;HGBS11.SA;2022-05-30
3323;91;HGBS11.SA;2022-05-01
286;45;IRDM11.SA;2022-04-21
2046;2;FLRY3.SA;2022-01-15
2687;29;RBVA11.SA;2022-04-28
3343;90;B3SA3.SA;2022-09-07
532;90;HGBS11.SA;2022-01-14
2411;67;MGLU3.SA;2022-08-20
2292;5;PETR4.SA;2022-02-25
28;12;VALE3.SA;2022-01-07
3458;15;ITUB4.SA;2022-11-30
492;58;VALE3.SA;2022-01-03
1950;1;HGLG11.SA;2022-09-22
1402;19;ITUB4.SA;2022-05-20
4257;98;RBVA11.SA;2022-03-04
684;68;B3SA3.SA;2022-09-16
4948;33;VALE3.SA;2022-12-16
1267;77;BBDC4.SA;2022-01-16
3438;36;HGLG11.SA;2022-10-27
1468;2;VINO11.SA;2022-03-07
1155;46;HGBS11.SA;2022-03-21
1347;74;MGLU3.SA;2022-12-18
4124;90;IRDM11.SA;2022-06-19
2330;30;ITUB4.SA;2022-10-01
683;71;VALE3.SA;2022-08-13
118;38;VINO11.SA;2022-01-11
3822;84;PETR4.SA;2022-12-24
2211;47;ITUB4.SA;2022-08-05
2095;62;ITUB4.SA;2022-07-28
514;44;B3SA3.SA;2022-02-04
4423;90;PETR4.SA;2022-10-24
563;33;RBVA11.SA;2022-03-11
3862;9;ITUB4.SA;2022-07-13
1131;13;HGLG11.SA;2022-07-11
1836;26;FLRY3.SA;2022-08-26
2617;10;VINO11.SA;2022-06-28
569;17;VALE3.SA;2022-07-08
251;23;BBDC4.SA;2022-12-18
503;52;BBDC4.SA;2022-02-04
4855;68;MGLU3.SA;2022-02-23
4877;81;PETR4.SA;2022-01-27
2714;37;IRDM11.SA;2022-10-13
2124;71;IRDM11.SA;2022-09-12
2470;35;MGLU3.SA;2022-11-08
2781;70;HGBS11.SA;2022-12-01
205;44;B3SA3.SA;2022-02-24
3759;78;RBVA11.SA;2022-09-28
3177;12;HGLG11.SA;2022-02-04
796;16;BBDC4.SA;2022-06-20
3610;53;VALE3.SA;2022-06-05
2169;11;ITUB4.SA;2022-06-10
2784;7;ITUB4.SA;2022-10-07
1396;71;RBVA11.SA;2022-09-27
1499;100;HGLG11.SA;2022-08-14
903;75;FLRY3.SA;2022-06-11
4223;49;VINO11.SA;2022-08-20
3105;57;HGLG11.SA;2022-10-02
3824;55;PETR4.SA;2022-06-27
1190;51;ITUB4.SA;2022-03-16
3459;87;HGLG11.SA;2022-05-23
3407;100;VALE3.SA;2022-08-18
2616;50;FLRY3.SA;2022-08-24
1555;26;BBDC4.SA;2022-09-06
4882;92;VALE3.SA;2022-12-09
2484;57;VINO11.SA;2022-06-27
4366;15;FLRY3.SA;2022-07-18
2792;85;VALE3.SA;2022-04-05
1408;59;VALE3.SA;2022-12-03
1104;13;VINO11.SA;2022-11-01
1321;12;B3SA3.SA;2022-09-07
159;21;BBDC4.SA;2022-06-22
1515;29;VINO11.SA;2022-08-27
1003;7;B3SA3.SA;2022-06-12
1235;33;BBDC4.SA;2022-03-17
2937;66;IRDM11.SA;2022-06-26
482;81;MGLU3.SA;2022-04-08
4777;46;PETR4.SA;2022-10-19
341;60;PETR4.SA;2022-01-30
385;39;PETR4.SA;2022-05-12
4696;67;IRDM11.SA;2022-01-08
1607;12;BBDC4.SA;2022-09-28
2730;16;ITUB4.SA;2022-07-19
2530;89;ITUB4.SA;2022-07-23
2069;32;HGLG11.SA;2022-03-12
367;74;VALE3.SA;2022-08-19
670;6;VALE3.SA;2022-04-28
4414;57;ITUB4.SA;2022-07-15
1580;35;MGLU3.SA;2022-02-25
4776;65;RBVA11.SA;2022-09-24
3267;20;BBDC4.SA;2022-02-20
1410;41;HGLG11.SA;2022-03-12
1093;48;HGLG11.SA;2022-04-22
1599;94;BBDC4.SA;2022-04-04
1811;20;PETR4.SA;2022-02-14
296;35;MGLU3.SA;2022-05-23
1560;24;MGLU3.SA;2022-01-25
2918;91;VALE3.SA;2022-09-02
1062;94;HGBS11.SA;2022-12-17
611;59;BBDC4.SA;2022-03-03
4450;25;IRDM11.SA;2022-09-04
871;34;VALE3.SA;2022-02-10
3308;95;VALE3.SA;2022-06-13
1177;95;FLRY3.SA;2022-04-30
3968;64;BBDC4.SA;2022-02-17
2047;88;B3SA3.SA;2022-05-12
1192;31;HGLG11.SA;2022-08-19
1663;18;MGLU3.SA;2022-02-19
434;98;IRDM11.SA;2022-11-04
4398;99;VALE3.SA;2022-05-11
3254;32;HGBS11.SA;2022-03-17
2737;45;VINO11.SA;2022-02-05
1030;43;FLRY3.SA;2022-05-22
4333;81;B3SA3.SA;2022-04-29
3328;50;ITUB4.SA;2022-12-06
1573;81;RBVA11.SA;2022-10-08
3954;64;RBVA11.SA;2022-06-30
1263;83;BBDC4.SA;2022-06-11
4909;93;IRDM11.SA;2022-06-25
438;11;HGBS11.SA;2022-02-28
327;100;FLRY3.SA;2022-10-30
4378;26;HGBS11.SA;2022-12-05
1104;76;VALE3.SA;2022-10-05
1920;10;B3SA3.SA;2022-10-11
2251;4;MGLU3.SA;2022-10-14
278;39;RBVA11.SA;2022-11-24
3237;84;HGBS11.SA;2022-10-27
1031;65;IRDM11.SA;2022-08-15
2641;78;ITUB4.SA;2022-05-13
1666;27;ITUB4.SA;2022-12-25
3953;68;FLRY3.SA;2022-12-07
4716;46;IRDM11.SA;2022-08-09
526;100;FLRY3.SA;2022-02-11
2798;31;VINO11.SA;2022-11-05
1772;88;B3SA3.SA;2022-01-11
1455;50;ITUB4.SA;2022-03-31
3993;75;B3SA3.SA;2022-03-02
2370;78;FLRY3.SA;2022-05-25
2832;79;VALE3.SA;2022-01-28
2743;25;BBDC4.SA;2022-07-22
4122;69;IRDM11.SA;2022-04-02
2165;8;IRDM11.SA;2022-02-02
2720;8;HGBS11.SA;2022-10-29
4858;22;RBVA11.SA;2022-12-09
2851;31;IRDM11.SA;2022-08-24
2099;26;ITUB4.SA;2022-08-12
2013;33;VINO11.SA;2022-11-12
2314;36;HGLG11.SA;2022-01-27
443;93;ITUB4.SA;2022-12-02
2972;83;FLRY3.SA;2022-12-30
3279;64;BBDC4.SA;2022-12-10
3138;46;HGLG11.SA;2022-07-06
3583;96;RBVA11.SA;2022-06-02
3617;5;HGBS11.SA;2022-08-27
1090;91;HGBS11.SA;2022-09-24
2541;41;B3SA3.SA;2022-12-31
3126;11;HGBS11.SA;2022-04-19
4368;6;VALE3.SA;2022-05-17
1621;58;RBVA11.SA;2022-10-30
2951;21;RBVA11.SA;2022-06-05
3098;95;FLRY3.SA;2022-05-11
3151;8;VALE3.SA;2022-11-28
4440;71;VINO11.SA;2022-02-11
2;12;VINO11.SA;2022-09-02
1997;51;VINO11.SA;2022-07-16
3711;72;IRDM11.SA;2022-07-15
2361;73;VINO11.SA;2022-05-21
3138;23;B3SA3.SA;2022-11-17
3744;74;PETR4.SA;2022-09-06
2567;66;HGBS11.SA;2022-09-01
801;98;HGBS11.SA;2022-08-30
4456;24;VINO11.SA;2022-04-08
465;9;MGLU3.SA;2022-05-09
3800;48;ITUB4.SA;2022-11-29
4562;38;BBDC4.SA;2022-07-16
2236;76;VINO11.SA;2022-10-22
4459;66;MGLU3.SA;2022-11-18
3201;91;PETR4.SA;2022-03-30
1237;91;VALE3.SA;2022-04-20
3604;28;HGBS11.SA;2022-10-11
4823;10;FLRY3.SA;2022-11-04
4881;9;IRDM11.SA;2022-09-13
611;60;HGLG11.SA;2022-02-02
336;41;BBDC4.SA;2022-03-06
289;98;VALE3.SA;2022-09-14
3923;41;RBVA11.SA;2022-01-10
2085;20;BBDC4.SA;2022-01-31
524;20;PETR4.SA;2022-04-15
3176;78;IRDM11.SA;2022-09-09
1755;34;FLRY3.SA;2022-02-24
2870;83;RBVA11.SA;2022-11-06
1548;30;RBVA11.SA;2022-02-27
1994;42;IRDM11.SA;2022-12-14
4912;57;B3SA3.SA;2022-08-16
2025;85;MGLU3.SA;2022-05-03
4881;53;VALE3.SA;2022-11-06
3239;64;RBVA11.SA;2022-09-11
3050;81;BBDC4.SA;2022-11-01
4615;79;RBVA11.SA;2022-09-06
1146;57;BBDC4.SA;2022-10-15
318;74;MGLU3.SA;2022-09-02
1968;83;RBVA11.SA;2022-11-19
1517;80;ITUB4.SA;2022-09-23
1887;49;IRDM11.SA;2022-04-24
4882;68;HGLG11.SA;2022-11-12
3741;74;HGLG11.SA;2022-09-23
606;60;PETR4.SA;2022-01-17
3293;19;PETR4.SA;2022-04-20
4616;74;HGLG11.SA;2022-01-26
3038;56;VINO11.SA;2022-03-31
4293;46;PETR4.SA;2022-06-20
4110;84;B3SA3.SA;2022-06-23
2575;40;MGLU3.SA;2022-12-16
1807;88;RBVA11.SA;2022-12-02
2301;61;RBVA11.SA;2022-11-29
2426;100;BBDC4.SA;2022-11-18
4780;88;BBDC4.SA;2022-02-11
2108;65;BBDC4.SA;2022-07-24
1259;91;MGLU3.SA;2022-04-06
2211;17;HGLG11.SA;2022-11-02
2624;81;BBDC4.SA;2022-12-23
843;12;BBDC4.SA;2022-03-03
404;26;IRDM11.SA;2022-09-11
2415;83;ITUB4.SA;2022-11-28
1090;75;MGLU3.SA;2022-12-29
3752;22;IRDM11.SA;2022-02-21
2570;13;VINO11.SA;2022-08-21
765;87;ITUB4.SA;2022-05-25
202;75;MGLU3.SA;2022-02-16
816;38;PETR4.SA;2022-02-19
2977;78;PETR4.SA;2022-08-19
2886;43;HGLG11.SA;2022-10-06
4176;4;HGLG11.SA;2022-08-12
1578;23;ITUB4.SA;2022-07-22
391;18;BBDC4.SA;2022-09-28
1729;46;HGBS11.SA;2022-11-01
2214;33;BBDC4.SA;2022-05-07
2328;31;VALE3.SA;2022-07-18
2945;25;HGBS11.SA;2022-06-16
4623;6;HGBS11.SA;2022-03-06
4556;35;RBVA11.SA;2022-11-17
597;89;ITUB4.SA;2022-07-22
545;92;RBVA11.SA;2022-05-30
